Campus,Account Amount,Bilingual Spending
19907116,2498905,14792.0
19907117,3030644,14514.0
19907699,242614,
19907701,359771,
19907702,47267,
19907703,478926,
19907750,3143890,
19907751,17997,
19907999,22158402,811789.0
19908000,53997782,
19908001,7285632,
19908041,5370252,
19908102,2684870,
19908103,4407232,2517.0
19908699,34348,
19908701,248059,
19908702,14903,
19908703,107198,
19908750,996726,
19908751,1017648,
19908999,7963636,14651.0
19909000,11744160,
19909001,2125990,
19909041,823698,
19909101,1658779,500.0
19909701,167101,
19909702,2775,
19909703,24144,
19909750,266795,
19909999,2147871,
19910000,4728754,
19910101,1600642,1500.0
19910701,91232,
19910702,2517,
19910703,2603,
19910750,89981,
19910999,55950,
19911000,12042425,
19911041,2261824,353.0
19911101,2776703,
19911701,204793,
19911702,4932,
19911703,44473,
19911750,138405,
19911999,146558,
19912000,45195906,
19912001,6749973,19350.0
19912041,3840768,22006.0
19912102,3983652,20822.0
19912200,3007944,21760.0
19912701,282833,
19912702,11003,
19912703,76699,
19912750,938127,
19912998,3499526,
19912999,15679315,
19913000,2432549,
19913101,1034027,7736.0
19913701,37174,
19913702,3500,
19913703,3414,
19913750,93321,
19913999,86157,
19914000,3313297,
19914101,1026550,
19914701,51127,
19914702,5922,
19914703,6656,
19914750,85316,
19914999,74624,
20901000,678235720,
20901001,26348237,97429.0
20901002,17992577,87373.0
20901005,1901066,
20901006,19332753,188799.0
20901007,47716039,
20901041,7176704,11551.0
20901042,6755571,28285.0
20901043,6593172,16608.0
20901045,5733213,28574.0
20901046,6126215,25560.0
20901047,6950815,20786.0
20901048,7092512,25499.0
20901049,27957073,
20901101,5659505,129372.0
20901102,656,
20901103,6510066,171090.0
20901104,5433448,
20901105,13986691,114165.0
20901106,4442230,146330.0
20901107,3998691,42435.0
20901108,5841631,65390.0
20901109,5554739,102953.0
20901110,6104905,172701.0
20901111,4870668,
20901112,5950594,108051.0
20901113,6155998,122472.0
20901114,6244804,
20901115,4749754,
20901116,4140969,
20901117,5612905,
20901118,5411099,
20901119,4769011,
20901120,5385772,96179.0
20901121,10773,
20901699,277948,2050.0
20901701,258981,
20901702,16293,
20901703,789439,
20901720,88320,
20901750,5107002,
20901751,21034,
20901998,121710,
20901999,117700354,338989.0
20902000,219193824,
20902001,17396846,14971.0
20902002,1001857,
20902003,366159,
20902004,500270,
20902044,9961067,8496.0
20902102,4170826,
20902103,3311497,
20902104,7822626,354043.0
20902108,2907473,
20902109,3615181,
20902110,4885344,7670.0
20902699,84634,27784.0
20902701,459742,
20902702,31656,
20902720,315070,
20902750,1643355,651.0
20902999,29826481,
20904000,20782274,
20904001,3109466,
20904041,1420718,
20904101,3143804,26559.0
20904699,6218,
20904701,176431,
20904702,88132,
20904703,25888,
20904720,6688,
20904750,254097,
20904999,13515147,1909.0
20905000,525416151,
20905001,11587666,54101.0
20905002,61842127,138339.0
20905004,2093451,
20905005,13300,
20905006,1416521,
20905041,7488968,82436.0
20905042,4911565,112383.0
20905043,6457083,45570.0
20905101,3216616,
20905102,5099097,40689.0
20905104,4374406,151201.0
20905107,3840242,
20905108,6058740,141259.0
20905109,16505330,2411.0
20905110,4953355,158683.0
20905111,20966192,
20905113,4134508,90374.0
20905114,4414403,197520.0
20905115,5890453,
20905116,4537798,141913.0
20905699,243082,
20905701,747494,
20905702,12902,
20905703,1193271,
20905720,15698,
20905750,2206525,
20905999,106473516,60830.0
20906000,71844516,
20906002,13178481,36955.0
20906041,11010943,39460.0
20906104,15697714,121134.0
20906699,6019,
20906701,482735,
20906702,80321,
20906703,249247,
20906750,581855,
20906999,11430573,3403.0
20907000,87838986,
20907001,6942771,
20907042,3779196,
20907102,4662251,124170.0
20907106,2640521,100.0
20907107,4105065,192.0
20907699,43984,
20907701,305120,
20907702,248728,
20907703,135066,
20907720,468492,
20907750,283207,
20907999,17224328,11935.0
20908000,392953728,
20908001,37466008,
20908004,2575070,
20908007,19960494,6240.0
20908009,9683900,6203.0
20908041,9590707,
20908042,9335905,
20908043,6065724,2485.0
20908044,6050020,
20908101,9523408,263593.0
20908102,6998346,4650.0
20908103,6124193,2966.0
20908104,5777750,222251.0
20908105,5961129,8109.0
20908106,6833042,5292.0
20908107,7188728,5870.0
20908108,6194352,15236.0
20908109,6556953,4896.0
20908110,4678210,5443.0
20908111,5095160,3957.0
20908112,5317521,4821.0
20908113,4891088,163334.0
20908114,6063312,204204.0
20908115,5082511,
20908699,103587,913.0
20908701,412690,
20908702,11000,
20908703,652926,
20908750,4329795,
20908999,81209073,87384.0
20910000,2395149,
20910101,1512716,9295.0
20910701,119504,
20910702,43355,
20910703,5809,
20910750,106746,
20910999,625194,
21901000,218471569,
21901001,16186828,720.0
21901003,18693433,1161.0
21901004,2231457,
21901041,8154962,44739.0
21901042,8060635,124572.0
21901043,5374234,39825.0
21901101,5507157,376195.0
21901102,5852980,207701.0
21901104,5405350,440761.0
21901105,4491888,119739.0
21901107,3651186,98386.0
21901108,4423343,80414.0
21901109,4713536,33088.0
21901110,4411464,166.0
21901111,4624662,82559.0
21901112,4090930,6693.0
21901201,5095870,199077.0
21901202,4707084,157.0
21901203,4491006,94.0
21901699,129263,49334.0
21901701,362377,
21901702,65830,
21901703,1237991,
21901720,159922,
21901750,5628735,
21901999,48073967,44493.0
21902000,277391710,
21902001,24417470,12732.0
21902002,16732004,535.0
21902003,3566632,
21902012,1556521,
21902014,929248,
21902017,2844328,
21902041,10433362,
21902045,10705302,346346.0
21902046,10018323,33725.0
21902047,9556030,27967.0
21902101,6004149,135978.0
21902103,4771137,135534.0
21902105,4544168,120092.0
21902106,3818279,124560.0
21902107,4530171,193269.0
21902108,3392418,121348.0
21902110,4454511,2102.0
21902112,3271933,
21902113,4169753,128429.0
21902114,4435438,98455.0
21902115,4927304,192510.0
21902117,3221954,
21902118,3737116,148577.0
21902119,3382873,
21902699,579401,17220.0
21902701,408223,
21902702,49178,
21902703,1058013,
21902720,375108,
21902750,4094215,
21902751,1116186,
21902999,53080751,384997.0
22004000,6276739,
22004001,1471870,41951.0
22004701,98734,
22004702,9954,
22004703,46654,
22004720,134,
22004750,124016,
22004999,142369,
22901000,71371955,
22901001,5222561,4515.0
22901041,2268888,1181.0
22901101,2925762,1993.0
22901699,7746,
22901701,230916,
22901702,11803,
22901703,201360,
22901720,81485,
22901750,401908,
22901751,1497426,
22901999,4388184,65762.0
22902000,4145984,
22902001,2002290,
22902701,121960,
22902702,42309,
22902703,48660,
22902750,129087,
22902999,169413,
22903000,2666223,
22903101,802880,
22903701,128285,
22903702,15468,
22903703,5545,
22903750,100464,
22903999,32123,
23902000,12532741,
23902001,2618136,9251.0
23902701,105691,
23902702,16024,
23902703,62180,
23902750,101675,
23902999,3869301,
24901000,73569727,
24901001,5404776,3833.0
24901041,3842265,4161.0
24901101,2572714,1042.0
24901103,1901908,977.0
24901105,1456797,
24901699,62480,
24901701,275894,
24901702,113422,
24901703,242603,
24901720,8886,
24901750,425680,
24901751,901474,
24901999,8542401,992.0
25901000,12320069,
25901001,2281695,
25901041,1883476,24273.0
25901101,2432972,4820.0
25901701,212404,
25901702,6933,
25901703,135866,
25901750,226711,
25901999,3412238,
25902000,44786224,
25902001,8842697,49405.0
25902003,366322,
25902041,4104576,
25902101,4857584,
25902106,4033765,1502.0
25902107,3127624,
25902109,2209368,
25902699,97,
25902701,469322,
25902702,8022,
25902703,534074,
25902720,14698,
25902750,734081,
25902999,11408472,
25904000,4667488,
25904001,1662630,956.0
25904701,138062,
25904702,8255,
25904703,6083,
25904750,13000,
25904999,793373,
25905000,6971479,
25905001,1261029,192.0
25905101,1024666,4909.0
25905701,117137,
25905702,3141,
25905703,79888,
25905750,66678,
25905999,1401685,
25906000,4483628,
25906001,1508282,
25906701,158722,
25906702,7778,
25906703,21692,
25906750,41763,
25906999,1305506,
25908000,3065942,
25908001,1372172,
25908003,201547,
25908004,141563,
25908005,88367,
25908701,313758,
25908702,3017,
25908703,43389,
25908720,1948,
25908750,77770,
25908999,658407,
25909000,25466199,
25909001,2939178,1421.0
25909041,2157767,
25909101,1990057,
25909102,1807726,486.0
25909699,6592,
25909701,237663,
25909702,17625,
25909750,285075,
25909751,1906167,
25909999,5425043,
26901000,57332091,
26901001,17224987,1620.0
26901041,1948061,1500.0
26901042,2548467,1662.0
26901101,4273317,103304.0
26901701,374254,
26901702,28597,
26901703,365722,
26901750,424203,
26901999,14678703,
26902000,16770621,
26902001,2080523,1698.0
26902042,840678,9383.0
26902101,1818300,17115.0
26902701,189135,
26902702,8128,
26902703,112095,
26902750,303564,
26902999,3528966,
26903000,13765396,
26903002,2874719,1856.0
26903101,2017504,79153.0
26903701,246792,
26903702,2661,
26903703,109014,
26903750,244424,
26903999,9580222,
27903000,65729730,
27903001,7040414,11439.0
27903003,616348,
27903041,4830978,177.0
27903101,4075221,55500.0
27903102,3102802,253.0
27903104,3288211,54673.0
27903701,456680,
27903702,17262,
27903703,536225,
27903750,971858,
27903999,17600538,3342.0
27904000,118664010,
27904001,22004716,4238.0
27904002,721786,
27904041,9129365,4012.0
27904101,8196235,24095.0
27904102,4614360,138998.0
27904103,7349272,128844.0
27904104,2048036,
27904699,84222,13279.0
27904701,430231,
27904702,34274,
27904703,772725,
27904750,1124237,
27904751,10507,
27904998,9036796,
27904999,18700350,35856.0
28902000,102133270,
28902001,12311870,
28902038,517676,
28902045,9028761,128.0
28902101,3013957,
28902102,2220590,50605.0
28902103,3642785,90574.0
28902104,4083097,146826.0
28902105,4012982,52939.0
28902106,3691746,203461.0
28902699,419331,38258.0
28902701,523490,
28902702,98656,
28902703,464873,
28902720,1786,
28902750,1826886,
28902751,1818021,
28902999,20208677,131945.0
28903000,84540141,
28903001,3182108,122.0
28903041,3610175,
28903101,6923999,2953.0
28903104,1537890,
28903699,8412,554.0
28903701,253810,
28903702,45711,
28903703,141268,
28903750,397328,
28903999,8093294,16591.0
28906000,3304236,
28906001,1712840,7614.0
28906701,170659,
28906702,24061,
28906703,24753,
28906750,113551,
28906999,765362,
29901000,162394033,
29901001,9499907,3987.0
29901003,796441,
29901043,5388606,1988.0
29901101,5115514,1383.0
29901102,5552717,174650.0
29901105,808117,80.0
29901107,2425303,680.0
29901699,46491,8954.0
29901701,353934,
29901702,25272,
29901703,870154,
29901720,1692,
29901750,880287,
29901998,175260,
29901999,28235813,1234.0
30901000,7475528,
30901001,1610322,2754.0
30901101,1520797,481.0
30901701,202187,
30901702,9742,
30901703,79284,
30901750,98248,
30901999,2425221,
30902000,28378669,
30902001,4351231,
30902041,2550940,
30902101,2836542,8690.0
30902103,2391696,
30902701,218791,
30902702,4741,
30902703,302683,
30902720,70267,
30902750,287591,
30902999,6870739,
30903000,8925544,
30903001,1561545,1283.0
30903041,251383,
30903101,1181401,
30903701,290161,
30903702,2318,
30903703,98441,
30903999,1617268,
30906000,10782488,
30906001,2593464,
30906041,263147,
30906101,1514737,160.0
30906701,196128,
30906702,1896,
30906703,100185,
30906750,118981,
30906999,1551152,
31901000,755518535,
31901001,32279402,221774.0
31901002,21027912,251183.0
31901003,21913621,206963.0
31901004,23656599,206657.0
31901005,237114,
31901006,2428571,9651.0
31901007,21786989,171891.0
31901008,2726228,5171.0
31901009,19261969,184552.0
31901033,3325891,4970.0
31901034,23834,
31901043,10085731,115506.0
31901044,8069530,108761.0
31901045,8387990,117130.0
31901046,6660239,111563.0
31901047,8762388,93280.0
31901048,10295633,90209.0
31901051,8692279,114156.0
31901053,10687564,105528.0
31901054,8931606,105196.0
31901055,7714890,104125.0
31901101,6885385,105116.0
31901102,4942065,107236.0
31901104,4788577,93311.0
31901105,4422330,98743.0
31901106,5953764,77491.0
31901108,4883721,114318.0
31901110,5524084,104547.0
31901111,5231766,107313.0
31901112,5355936,90450.0
31901113,103,
31901115,5044700,107067.0
31901117,4172392,95442.0
31901120,3948157,98485.0
31901121,6452549,92182.0
31901122,4839901,86207.0
31901123,6799919,90078.0
31901124,3850301,96879.0
31901126,6208169,104207.0
31901127,3446803,1659.0
31901128,7062206,54082.0
31901129,4549798,110556.0
31901130,6430478,109681.0
31901131,4355075,95809.0
31901132,5162748,92906.0
31901133,5621964,117130.0
31901134,6281577,103916.0
31901135,6992420,97137.0
31901136,6099454,102088.0
31901137,8262438,94410.0
31901138,4723067,101601.0
31901139,6775444,71489.0
31901140,5086610,103906.0
31901141,4342966,100315.0
31901142,6054249,112342.0
31901143,5143550,92633.0
31901144,5554793,106608.0
31901700,1993843,
31901701,606880,
31901702,430672,
31901703,1209024,
31901750,10404266,
31901751,2293593,
31901999,129474886,1370273.0
31903000,451092903,
31903001,21806474,6114.0
31903002,18656529,57063.0
31903003,999308,496.0
31903005,2663011,600.0
31903006,129556,
31903007,9974814,111613.0
31903008,3719827,1008.0
31903041,7177630,47313.0
31903042,7496607,65834.0
31903043,7895078,55730.0
31903044,7757602,98790.0
31903045,7413709,104744.0
31903102,3753287,8131.0
31903103,5473382,39413.0
31903104,3370236,10115.0
31903105,3572363,14183.0
31903106,3849036,9645.0
31903107,4678338,85034.0
31903108,3283795,248019.0
31903109,5453616,25587.0
31903110,3900611,31373.0
31903111,5469035,123543.0
31903112,3576261,12559.0
31903114,4038371,19862.0
31903116,4698360,191042.0
31903117,10571865,35275.0
31903118,1426669,1015.0
31903120,5197237,90158.0
31903121,193516,
31903122,6018085,92610.0
31903123,5884212,107451.0
31903204,172218,
31903701,595173,
31903702,11956,
31903750,4951767,
31903999,54003574,61998.0
31905000,52998775,
31905001,9158805,42247.0
31905002,728099,20656.0
31905041,4952276,41443.0
31905101,3264276,57454.0
31905103,2931577,76687.0
31905105,3579410,39063.0
31905106,3051975,46687.0
31905699,64405,2683.0
31905701,581402,
31905702,80100,
31905703,123161,
31905720,443,
31905750,744649,
31905999,12384507,25777.0
31906000,198006547,
31906001,32595964,42099.0
31906003,451393,1767.0
31906041,7203798,31754.0
31906042,7072265,43352.0
31906101,5135659,42197.0
31906102,4055831,37263.0
31906103,3729613,43185.0
31906104,4482140,42563.0
31906105,7827035,48638.0
31906106,5135232,72749.0
31906107,5544801,72866.0
31906108,5269599,46630.0
31906109,5030512,51739.0
31906110,4571009,33518.0
31906699,315616,11334.0
31906701,456225,
31906702,205925,
31906703,411340,
31906750,4087141,
31906999,19423249,161929.0
31909000,90064664,
31909001,5627870,29504.0
31909041,3946212,30232.0
31909101,3537042,85750.0
31909102,3438075,139650.0
31909701,327038,
31909702,25375,
31909703,513923,
31909750,452211,
31909999,25967707,
31911000,33931931,
31911001,6669394,
31911041,4553892,2493.0
31911102,5174099,704548.0
31911103,82337,26193.0
31911699,28583,
31911701,324437,
31911702,17689,
31911703,79347,
31911720,387745,
31911750,758006,
31911999,9801590,8438.0
31912000,204224588,
31912001,22847184,18174.0
31912004,1034244,
31912005,525671,
31912007,7286182,36545.0
31912009,818707,
31912041,7682879,1050.0
31912042,7435168,11860.0
31912043,6162797,38369.0
31912101,4595064,7736.0
31912103,5202486,7601.0
31912104,3757369,
31912108,3302571,10424.0
31912109,3201078,8307.0
31912110,3650522,3783.0
31912112,4087981,5872.0
31912114,4249192,15787.0
31912115,4497711,
31912116,3073937,3658.0
31912117,3518248,11452.0
31912201,455456,
31912699,177016,56831.0
31912701,497961,
31912702,269791,
31912703,349994,
31912720,455940,
31912750,3704275,
31912751,1589316,
31912999,43476428,473773.0
31913000,15598547,
31913001,2352165,8600.0
31913007,135586,
31913042,1464641,10298.0
31913101,2499152,72283.0
31913699,34193,
31913702,52899,
31913703,36245,
31913750,783389,
31913999,4917308,652.0
31914000,23145240,
31914001,3632882,220.0
31914041,2127767,1385.0
31914101,3045177,100994.0
31914701,138402,
31914702,145981,
31914703,24435,
31914750,494268,
31914751,1177435,
31914999,3840726,160.0
31916000,163224516,
31916001,7965711,9572.0
31916003,11904267,4060.0
31916004,10171723,702.0
31916005,10439326,2640.0
31916041,7862408,2946.0
31916042,7815744,12219.0
31916701,607057,
31916702,217803,
31916703,569952,
31916720,145656,
31916750,1563036,
31916999,5758116,
32902000,39143943,
32902002,7326637,21790.0
32902041,3239672,10755.0
32902103,3674927,30316.0
32902104,3377466,108625.0
32902105,2250073,18848.0
32902699,20466,4006.0
32902701,242946,
32902702,45763,
32902703,378839,
32902750,524769,
32902999,6488293,6627.0
33901000,9039900,
33901001,1612792,19739.0
33901701,92813,
33901702,12154,
33901703,66692,
33901750,86015,
33901999,4547385,
33902000,21339642,
33902001,2465149,
33902041,1235674,750.0
33902101,2139094,750.0
33902701,194843,
33902702,1418,
33902703,199206,
33902750,269018,
33902999,6178231,500.0
33904000,8849828,
33904001,1253596,
33904102,1231312,
33904701,158297,
33904702,2263,
33904703,91416,
33904750,139891,
33904999,2098599,500.0
34901000,44122181,
34901001,6622333,58841.0
34901002,123161,
34901042,3375251,724.0
34901106,2869060,1280.0
34901107,3364118,681.0
34901701,341865,
34901702,40759,
34901703,145001,
34901720,13157,
34901750,653610,
34901751,2929211,
34901998,7866,
34901999,2805107,
34902000,4114026,
34902001,1456663,500.0
34902701,111057,
34902702,8770,
34902703,16816,
34902750,135554,
34902999,383328,
34903000,26784094,
34903001,3332041,432.0
34903041,2025541,1348.0
34903101,3721679,11003.0
34903701,245294,
34903702,24274,
34903703,77590,
34903750,297925,
34903999,4677186,2200.0
34905000,15472810,
34905002,2283397,929.0
34905041,1402550,450.0
34905102,2633708,22025.0
34905701,129465,
34905702,8563,
34905703,55717,
34905750,280143,
34905999,2891345,
34906000,7553268,
34906001,1279237,
34906041,757229,500.0
34906101,1249921,
34906699,334,
34906701,141141,
34906702,9670,
34906703,7420,
34906750,137911,
34906998,874095,
34906999,3223,
34907000,21877398,
34907001,3953684,3013.0
34907041,2637029,1809.0
34907101,3103886,2953.0
34907699,2372,
34907701,182363,
34907702,14549,
34907703,130739,
34907720,8964,
